"codice";"descrizione";"prezzo";"punti"
"8003650006455";OMINO BIANCO500GR ADD.CLASS;3.59;0.17950000000000000000
"8003650006479";OMINO BIANCO500GR ADD.COLOR;3.69;0.18450000000000000000
"8003650007292";CITROSIL SGRASS/DISINF.Ml650;2.75;0.13750000000000000000
"8003650007377";CITROSIL DISINFETT.SPRAY ML300;3.89;0.19450000000000000000
"8003650007421";CITROSIL LAVAP.DISINF.Ml900C/M;2.25;0.11250000000000000000
"8003650007902";SMAC SGRASS/CANDEGG Ml650;1.89;0.09450000000000000000
"8003650009296";OMINO B.SMACCH/SECCO ML500SP.;2.99;0.14950000000000000000
"8003650012524";WC NET TAVOL.STYLE FIORI BLU/R;1.59;0.07950000000000000000
"8003650012661";CITROSIL BAGNO/SGR.DISINF.Ml65;2.65;0.13250000000000000000
"8003650012883";WC NET DISINCROSTANTE Ml700;2.69;0.13450000000000000000
"8003650012906";WC NET CANDEGGINA GEL Ml700;2.39;0.11950000000000000000
"8003650012944";WC NET PROFUMOSO GEL Ml700C/M;2.69;0.13450000000000000000
"8003650012968";WC NET IGIENE TOT.PMC Ml700;2.39;0.11950000000000000000
"8003650014597";SMAC LAVAPAV.EXPRESS VERDE LT1;1.99;0.09950000000000000000
"8003650015402";OMINO B.DET+IGIEN.23LAV.ML.;3.19;0.15950000000000000000
"8003650015426";OMINO B.DET.COLOR+LAV.23ML.;2.79;0.13950000000000000000
"8003650015518";OMINO B.DET MUSCHIO23LAV.;2.79;0.13950000000000000000
"8003650015709";DEOX LIQ.CLASS.24LAV.Ml1200;4.15;0.20750000000000000000
"8003650017000";OMINO B.LAV.POLV.IGIEN.20MIS.;3.19;0.15950000000000000000
"8003650017048";OMINO B.LAV.POLV.IGIEN.100MIS;9.99;0.49950000000000000000
"8003650017345";WC NET TAVOL.STYLE x2C/M;2.89;0.14450000000000000000
"8003650017987";DEOX CAPI NERI22LAV.;2.89;0.14450000000000000000
"8003650018007";DEOX CAPI DELICATI22LAV.;2.89;0.14450000000000000000
"8003650018137";AMM.FIORI PRIMAV.33LAV.DEOX;1.99;0.09950000000000000000
"8003650018151";AMM.VANIG.ARGAN33LAV.DEOX;1.69;0.08450000000000000000
"8003650019752";OMINO B.CANDEGG.MUSCHIO B.LT.2;2.89;0.14450000000000000000
"8003650019776";OMINO B.CANDEGG.BREZZA MAR.LT2;3.10;0.15500000000000000000
"8003650019813";SMAC PANNI DRY36+4Omaggio;5.19;0.25950000000000000000
"8003650019905";CITROSIL MULTISUP.IGIEN.ML650;2.65;0.13250000000000000000
"8003650020321";WC NET TAVOL.X2C/CANDEGG.;2.69;0.13450000000000000000
"8003650020420";SMAC BRILLA ACCIAIO ML520TRIG;3.39;0.16950000000000000000
"8003650021984";OMINO B.BIANCO VIVO ml.900.;3.79;0.18950000000000000000
"8003670552529";COTONE Gr100DR MARCUS;1.29;0.06450000000000000000
"8003670552567";ACQUA OSSIGENATA Ml250DR MAR;0.59;0.02950000000000000000
"8003670592396";SIRINGHE x10ml5DR.MARCUS;1.49;0.07450000000000000000
"8003712000377";CRUSCA GRANO Gr250SARCHIO;2.09;0.10450000000000000000
"8003712004184";PESTO BASIL.BIO S/G S/A130g S;3.69;0.18450000000000000000
"8003712004405";ZUCCHERO CANNA500g SARCHIO;2.89;0.14450000000000000000
"8003712004436";GRANULARE BRODO VEG.S/G125g S;3.69;0.18450000000000000000
"8003712005709";PISELLI FINISS.350g SARCHIO;2.49;0.12450000000000000000
"8003712005716";MAIS DOLCE360g BIO SARCHIO;2.59;0.12950000000000000000
"8003712005747";MAIS CHIPS S/G75g SARCHIO;1.99;0.09950000000000000000
"8003712006638";CREMA SPALM.CACAO/NOC.S/G200g;4.09;0.20450000000000000000
"8003712007178";RISO BALILLA ORIG.INT.500g SA;2.89;0.14450000000000000000
"8003712007192";RISO CARNAROLI500g SARCHIO;3.69;0.18450000000000000000
"8003712007260";GALLETTE RISO S/SALE S/G100g;1.49;0.07450000000000000000
"8003712007277";GALLETTE CEREALI S/G100g;1.79;0.08950000000000000000
"8003712007284";GALLETTE MAIS S/G100g SARCHIO;1.59;0.07950000000000000000
"8003712007307";FARRO PERLATO BIO400g SARCHIO;2.79;0.13950000000000000000
"8003712007338";FIOCCHI AVENA375g SARCHIO;2.99;0.14950000000000000000
"8003712007369";CEREALI FARRO FLAKES250g SARC;3.79;0.18950000000000000000
"8003712007376";FARRO SOFFIATO MIELE200g SARC;3.59;0.17950000000000000000
"8003712007383";CORN FLAKES S/G250g SARCHIO;3.59;0.17950000000000000000
"8003712007437";PASTA MACCHER.GRANO SAR.250g S;2.59;0.12950000000000000000
"8003712007444";PASTA CASAR.GRANO SAR.S/G250g;2.69;0.13450000000000000000
"8003712007611";GALLETTE CIOCC.FOND.S/G100g S;2.69;0.13450000000000000000
"8003712007628";GALLETTE CIOCC.LATTE S/G100g;2.85;0.14250000000000000000
"8003712007932";BISC.LIMONE S/G200g SARCHIO;3.49;0.17450000000000000000
"8003712007949";TAV.CHOCOSOFFIO FOND. S/G80g;2.79;0.13950000000000000000
"8003712008014";SALE MARINO INT.KG.1BIO SARCH;2.09;0.10450000000000000000
"8003712008083";BISC.COCCO S/LATTE/UOVA250g S;3.19;0.15950000000000000000
"8003712008090";BISC.MELA/CAR.S/LAT/UOVA250g;3.19;0.15950000000000000000
"8003712008113";BISC.CIOCCOLOSI S/G200g SARCH;3.49;0.17450000000000000000
"8003712008137";RISO SOFFIATO S/G200g SARCHIO;3.49;0.17450000000000000000
"8003712008229";SEMI SESAMO S/G180g SARCHIO;2.79;0.13950000000000000000
"8003712008236";SEMI GIRAS. S/G150g SARCHIO;2.10;0.10500000000000000000
"8003712008243";SEMI ZUCCA S/G150g SARCHIO;3.49;0.17450000000000000000
"8003712008281";BARR.SEMI GIRAS.LINO S/G80g S;3.19;0.15950000000000000000
"8003712008649";SUCCO MIRTILLO SELV.330ml SARC;6.59;0.32950000000000000000
"8003712008663";BARR.SEMI ZUCCA S/G80g SARCHI;3.49;0.17450000000000000000
"8003712008922";COMPOST.MIRTILLI BIO S/G320g;4.79;0.23950000000000000000
"8003712008946";COMPOST.ALBICOCCA BIO S/G320g;3.89;0.19450000000000000000
"8003712008953";COMPOST.ARANCE BIO S/G320g SA;3.99;0.19950000000000000000
"8003712008960";COMPOST.AMARENE BIO S/G320g S;4.29;0.21450000000000000000
"8003712008984";SFOGLIETTE VERDURE55g S/G SAR;1.99;0.09950000000000000000
"8003712008991";SFOGLIETTE CEREALI55g S/G SAR;1.89;0.09450000000000000000
"8003712009080";SEMI LINO S/G180g SARCHIO;2.69;0.13450000000000000000
"8003712009202";CRUSCA D'AVENA250g SARCHIO;2.59;0.12950000000000000000
"8003712009264";BISC.SARAC/COCCO S/G S/L200g;3.49;0.17450000000000000000
"8003712009271";BARR.SARCIOK COCCO/LAT.S/G90g;3.59;0.17950000000000000000
"8003712009295";BISC.D'AVENA INT.250g SARCHIO;3.59;0.17950000000000000000
"8003712009318";PASSATA POM.BIO425g SARCHIO;1.89;0.09450000000000000000
"8003712009332";SEMI CHIA S/G100g SARCHIO;3.19;0.15950000000000000000
"8003712009356";BEVANDA AVENA BIO LT1SARCHIO;2.79;0.13950000000000000000
"8003712009387";FARINA MAIS FINISS.S/G500g SA;2.29;0.11450000000000000000
"8003712009394";FARINA RISO IMPAL.S/G500g SAR;3.09;0.15450000000000000000
"8003712009400";FARINA RISO SARAC.S/G500g SAR;3.49;0.17450000000000000000
"8003712009431";GRANO SARACENO400g SARCHIO;3.69;0.18450000000000000000
"8003712009462";FANTASIA SEMI S/G180g SARCHIO;2.69;0.13450000000000000000
"8003712009516";BARR.MANDORLE/GOJI S/G80g SAR;3.49;0.17450000000000000000
"8003712009639";PLUM CAKE GRANO SAR.S/G160g S;3.59;0.17950000000000000000
"8003712009653";QUINOA REAL400g SARCHIO;4.59;0.22950000000000000000
"8003712009721";FARINA QUINOA S/G350g SARCHIO;3.79;0.18950000000000000000
"8003712009769";BEVANDA RISO/COCCO S/G LT1SAR;2.89;0.14450000000000000000
"8003712009776";ZUCCHERO COCCO250g SARCHIO;3.79;0.18950000000000000000
"8003712009875";FARINA CECI S/G400g SARCHIO;3.29;0.16450000000000000000
"8003712009882";QUINOA SOFFIATA S/G125g SARCH;3.39;0.16950000000000000000
"8003712009912";DADI VEGET.S/G60g SARCHIO;2.09;0.10450000000000000000
"8003712009950";GRANO SARAC.SOFFIATO S/G100g;2.19;0.10950000000000000000
"8003712009967";CREMA SPALM.CACAO FON.S/G200g;4.29;0.21450000000000000000
"8003712009974";FARINA COCCO S/G350g SARCHIO;2.69;0.13450000000000000000
"8003712010055";GALLETTE RISO ROSSO S/G100g S;1.89;0.09450000000000000000
"8003712010109";TAV.CIOCC.FOND.ZENZERO S/G80g;2.69;0.13450000000000000000
"8003712010352";SNACK PAFFITO45g S/G SARCHIO;1.89;0.09450000000000000000
"8003712010369";SFOGLIETTE LENTICCHIE S/G50g;1.99;0.09950000000000000000
"8003712010376";SFOGLIETTE AI CECI S/G50g SAR;1.89;0.09450000000000000000
"8003712010406";PANGRATTATO S/G250g SARCHIO;2.39;0.11950000000000000000
"8003712010413";MUESLI WELLNESS300g SARCHIO;3.69;0.18450000000000000000
"8003712010437";MUESLI ACTIVE S/G250g SARCHIO;3.79;0.18950000000000000000
"8003712010444";MUESLI ENERGY S/G250g SARCHIO;3.79;0.18950000000000000000
"8003712010451";CEREALI CIOKO GOLOSO200g SARC;3.79;0.18950000000000000000
"8003712010741";BARR.PROTEIN MANGO/COCCO135g;3.99;0.19950000000000000000
"8003712010796";BEV.AVENA CACAO BIO S/G500ml;2.29;0.11450000000000000000
"8003752040005";GEL Ml1000NATURAL GEL;1.45;0.07250000000000000000
"8003753130439";CAFFE'ILLY CIALDE INTENSO X18;5.19;0.25950000000000000000
"8003753148496";CAFFE'ILLY MOKA TOST.FORTE250;7.29;0.36450000000000000000
"8003753158709";CAFFE'ILLY CAPS.FORTEx10NESPR;4.69;0.23450000000000000000
"8003753158761";CAFFE'ILLY CAPS.INTENx10NESPR;4.69;0.23450000000000000000
"8003753168128";CAFFE'ILLY CAPS.CLASS DEC.X10;4.69;0.23450000000000000000
"8003753198316";CAFFE'ILLY MOKA TOST/INT.g185;4.79;0.23950000000000000000
"8003753900469";CAFFE'ILLY ESPR.INTENSO250g;7.29;0.36450000000000000000
"8003757000028";TERRICCIO UNIVERS. MIO LT10;1.20;0.06000000000000000000
"8003757010508";TERRICCIO UNIVERSALE LT45TERR;3.80;0.19000000000000000000
"8003757901714";TERRICCIO UNIVERS. MIO LT20;2.09;0.10450000000000000000
"8003788001063";ZEDDA PIRAS cl50MIRTO SARDEG.;9.39;0.46950000000000000000
"8003840000508";PIADINA ARROT.Gr300LORIANA;1.79;0.08950000000000000000
"8003840001871";PIADINA INTEGRALE225g LORIANA;1.79;0.08950000000000000000
"8003905040050";PROSEC.TREVISO DOC CL75ASTORI;6.99;0.34950000000000000000
"8003905043945";SPUMANTE CUVEE MILL.ML75DABON;5.49;0.27450000000000000000
"8003905044461";SPUM.RIBOLLA GIALLA ML75VILLA;3.99;0.19950000000000000000
"8003905044546";SPUMAN.RIBOLLA GIALLA CL75AST;5.49;0.27450000000000000000
"8003921108666";ROMPINOCI;8.99;0.44950000000000000000
"8003921131312";"6BIGODINI SCOVOLO17mm ELISON";2.90;0.14500000000000000000
"8003921134047";FERMAGLIO FASCIA B ELISON;2.99;0.14950000000000000000
"8003921134245";FASCIA CAPELLI F.G ELISON;4.69;0.23450000000000000000
"8003921138243";SPAZZOLA TONDA FLEX MEDIUM ELI;9.40;0.47000000000000000000
"8003921271117";CANDELINE x24PZ.ROSA;2.00;0.10000000000000000000
"8003956005008";ACCIUGHE INTERE O.G.GR.80CARL;1.85;0.09250000000000000000
"8003956005015";FILETTI ACCIUGHE O.G.GR.80CAR;2.69;0.13450000000000000000
"8003956005053";FIL.ACCIUG.Gr80GUSTOSE O.G.;2.99;0.14950000000000000000
"8003956005060";FIL.ACCIUG.Gr80MAR.GUS.O.G.;2.09;0.10450000000000000000
"8003956005077";FIL.ACCIUG.Gr80MARINATE O.G;2.09;0.10450000000000000000
"8003980010016";ALLUMINIO MT8CUKI;2.09;0.10450000000000000000
"8003980010115";ALLUMINIO MT16CUKI          .;2.99;0.14950000000000000000
"8003980020114";PELLICOLA MT25CUKI          .;1.89;0.09450000000000000000
"8003980030106";SACC.GELO x30PICC.CUKIpadre .;1.99;0.09950000000000000000
"8003980030205";SACC.GELO x20MEDI CUKI      .;1.99;0.09950000000000000000
"8003980030304";SACC.GELO x15GRANDI CUKI    .;1.99;0.09950000000000000000
"8003980090056";CONT.8PX2DOPP.FORZA CUKI;3.39;0.16950000000000000000
"8003980090216";CONT.4PORZ.X4R75CUKI;2.09;0.10450000000000000000
"8003980090414";CONT.6PX2S/C CUKI;2.09;0.10450000000000000000
"8003980090513";CONT.C R982PZ8PRS CUKI;2.09;0.10450000000000000000
"8003980090698";TEGLIA CUOCIRAPIDO TONDAx2CUK;1.89;0.09450000000000000000
"8003980091213";CONT.TORTA10PORZ.X2CUKI;2.09;0.10450000000000000000
"8003980100014";CONT.1PX5C/C CUKI       .;2.59;0.12950000000000000000
"8003980100212";CONT.4PX3C/C CUKI       .;2.59;0.12950000000000000000
"8003980100618";CONT.8PX2C/C CUKI       .;2.59;0.12950000000000000000
"8003980110419";BORSA TERMICA GRANDE CUKI;1.69;0.08450000000000000000
"8003980130011";CARTA FORNO MT6CUKI         .;1.49;0.07450000000000000000
"8003980130455";CARTA FORNO PRET.X25CUKI;1.69;0.08450000000000000000
"8003980150019";SPAGO PER CUCINA CUKI        .;2.19;0.10950000000000000000
"8003980260015";CONT.12PX2S/C CUKI C/MAN.;2.59;0.12950000000000000000
"8003980410298";CONT.TEGLIE EXTRA16Px2CUKI;3.39;0.16950000000000000000
"8003980410335";PELLICOLA MT20EXTRA LARGH.CUK;1.59;0.07950000000000000000
"8003980410618";SACC.GELO x15P.CUKI17x17DOP;1.59;0.07950000000000000000
"8003980410625";SACC.GELO x10M.CUKI27x24DOP;1.59;0.07950000000000000000
"8003985206445";DERMIS BUCATO MANO Lt.1FIORI;1.89;0.09450000000000000000
"8003985206483";AMM.DERMIS F.LAVANDA Lt244LAV;2.45;0.12250000000000000000
"8003985206551";DERMIS BAGNO Lt.1LAVANDA;1.49;0.07450000000000000000
"8003985206605";DERMIS DET.LAV.Lt2BABY30LAV;3.89;0.19450000000000000000
"8003988417541";DETERG.VETRI/AMMON.ML.750NETT;1.29;0.06450000000000000000
"8003988802262";LAVAPIATTI LIMONE LT.4GLARE;2.89;0.14450000000000000000
"8003988802316";DET.LAV.CAPI DELIC.Lt1FACILE;1.39;0.06950000000000000000
"8003988802415";DET.LAV.CAPI SCURI Lt1FACILE;1.39;0.06950000000000000000
"8003988831415";SCIOGLICAL.ML750SPRAY NETTO;1.29;0.06450000000000000000
"8004020713201";COLLUT.ml500ANTIPLACC.IODOSAN;3.89;0.19450000000000000000
"8004020794316";DENT.AQUAFRESH WHITENING ml75.;1.79;0.08950000000000000000
"8004020933838";BAGNO SC.PRIMI MESI Ml500FISS;4.79;0.23950000000000000000
"8004020935351";POLVERE DI FISSAN ml100;2.49;0.12450000000000000000
"8004030002005";TONNO O.O.Gr160x2RIO MARE   .;5.99;0.29950000000000000000
"8004030010000";SARDINE O.O.Gr120RIO MARE;1.69;0.08450000000000000000
"8004030017047";RIO MARExPASTA PUTTANESC.Gr160;3.69;0.18450000000000000000
"8004030022010";INSALATIS.MAIS Gr16O RIO MARE;3.39;0.16950000000000000000
"8004030026018";INSALATIS.MESSIC.Gr160RIO MA.;3.49;0.17450000000000000000
"8004030069008";PATE'TONNO gr100RIO MARE;3.09;0.15450000000000000000
"8004030070004";PATE'SALMONE gr100RIO MARE  .;3.09;0.15450000000000000000
"8004030081024";RIO MARExPASTA AGL.PEP.Gr160.;3.69;0.18450000000000000000
"8004030100442";TONNO O.O.Gr80x4+2RIO MARE;7.19;0.35950000000000000000
"8004030100459";TONNO O.O.Gr80x4RIO MARE    .;5.69;0.28450000000000000000
"8004030101005";TONNO O.O.Gr80x4PESC.CANN.RI.;5.99;0.29950000000000000000
"8004030103290";TONNO O.O.Gr80x6RIO MARE;6.89;0.34450000000000000000
"8004030104006";TONNO FILO D'OLIO Gr65x4RIO;5.89;0.29450000000000000000
"8004030104082";TONNO FILO D'OLIO G130X2RIO M;5.29;0.26450000000000000000
"8004030105096";TONNO O.O.Gr60x4LEGG.RIO MARE;5.89;0.29450000000000000000
"8004030107007";TONNO O.EX.Gr65x3+1BIO RIO MA;5.89;0.29450000000000000000
"8004030110243";TONNO O.O.Gr120X2+1PES.CANN.R;6.29;0.31450000000000000000
"8004030177017";TONNO O.O.Gr80x4PICC.RIO M;5.79;0.28950000000000000000
"8004030220072";TONNO NAT.Gr80x4RIO MARE    .;5.19;0.25950000000000000000
"8004030271173";TONNO SUPERNAT.Gr56x3+1RIO MA;4.99;0.24950000000000000000
"8004030271326";TONNO SUPERNAT.Gr56x6RIOMARE;6.49;0.32450000000000000000
"8004030291102";TONNO&PISELLI gr160X2RIO M.;3.99;0.19950000000000000000
"8004030378001";FIL.SGOMBRO Gr125O.O.RIO MARE;2.69;0.13450000000000000000
"8004030381490";TONNO O.O.Gr120x3+1RIO MARE .;8.59;0.42950000000000000000
"8004030381551";TONNO O.EX.V.Gr80x4EXTRA RIO;6.39;0.31950000000000000000
"8004030506077";PESTO TONNO/PISTAC/LIM.Gr130R;2.59;0.12950000000000000000
"8004030506091";PESTO TONNO/MAND/PECOR Gr130R;2.59;0.12950000000000000000
"8004030506114";PESTO TONNO/OLIV/PEPER.Gr130R;2.59;0.12950000000000000000
"8004030525009";FIL.SALMONE GRIG.O.O.Gr125RIO;6.59;0.32950000000000000000
"8004030525047";FIL.SALMONE AND.EXTR.Gr125RIO;5.99;0.29950000000000000000
"8004030525061";FIL.SALMONE AND NAT.Gr125RIO;5.99;0.29950000000000000000
"8004030525085";FIL.SALMONE AND AFF.Gr125RIO;5.99;0.29950000000000000000
"8004030538023";PATE'TONNO/PEPE Gr100RIO MAR;2.99;0.14950000000000000000
"8004030538047";PATE'TONNO/POM.S.Gr100RIO MAR;3.09;0.15450000000000000000
"8004030622005";FIL.SGOMBRO Gr120NAT.GRIG.RI.;2.99;0.14950000000000000000
"8004030622012";FIL.SGOMBRO Gr120EVO GRIG.RIO;3.19;0.15950000000000000000
"8004030622067";FIL.SGOMB.Gr120x2NAT.GRIG.RIO;5.39;0.26950000000000000000
"8004030622074";FIL.SGOMBRO Gr120x2GRIG.O.O.R;5.39;0.26950000000000000000
"8004030625143";FIL.SGOMBRO Gr125NAT.RIO MARE;2.69;0.13450000000000000000
"8004030654020";FIL.TONNO O.O.Gr180RIO MARE .;4.99;0.24950000000000000000
"8004030654099";FIL.TONNO NAT.VAS.GR180RIO MA;4.99;0.24950000000000000000
"8004030655072";FIL.TONNO O.EX.Gr180V.VAS.RI.;4.99;0.24950000000000000000
"8004030855038";INSALATIS.CECI Gr16O RIO MARE;3.39;0.16950000000000000000
"8004030895324";CARNE SIMMENTHAL M.SALE Gr90x3;4.39;0.21950000000000000000
"8004030921115";CARNE SIMMENTHAL PEPER.Gr135x2;4.39;0.21950000000000000000
"8004030922228";SPUNTI'SALMONE GR.84X2;3.19;0.15950000000000000000
"8004030923034";INSAL.POLLO5CEREALI Gr160SIM;2.79;0.13950000000000000000
"8004050020669";FORNET SPRAY ml300.;5.15;0.25750000000000000000
"8004050036486";WC NET STURASCARICHI LT1;3.79;0.18950000000000000000
"8004050103676";WC NET FOSSE BIOLOGIC.20BUST;12.99;0.64950000000000000000
"8004060006554";OMINO B.SBIANCALANA x5BUSTE;2.59;0.12950000000000000000
"8004060010759";OMINO B.ADD.DISINF.POLV.Gr450;2.99;0.14950000000000000000
"8004060021007";OMINO B.SMACCHIA FACILE ml500.;2.49;0.12450000000000000000
"8004060129314";OMINO B.ADD.DISINF.LIQU.ML.900;2.99;0.14950000000000000000
"8004088001074";AMIDO Kg1BELLANCA;2.39;0.11950000000000000000
"8004088001104";AMIDO Gr100BELLANCA;0.65;0.03250000000000000000
"8004088001487";CILIEGIE ROSSE CAND.Gr50BELLA;0.99;0.04950000000000000000
"8004088001524";AMMONIACA xDOLCI gr.20BELLANC;0.35;0.01750000000000000000
"8004088001630";CODETTA MISTA G.60BELLANCA;0.99;0.04950000000000000000
"8004088001654";CODETTA AL CACAO Gr60BELLANCA;0.99;0.04950000000000000000
"8004088001784";FECOLA PATATE gr.200BELLANCA;0.69;0.03450000000000000000
"8004088001869";GOCCINE CIOCC. Gr50BELLANCA;0.99;0.04950000000000000000
"8004088001883";SCAGLIETTA Gr50BELLANCA;0.99;0.04950000000000000000
"8004088001975";MACEDONIA FRUTTA Gr50BELLANCA;0.99;0.04950000000000000000
"8004088002873";POP CORN Gr250BELLANCA;0.99;0.04950000000000000000
"8004088003092";SFERICI ARGENTATI GR.50BELLAN;1.65;0.08250000000000000000
"8004088003467";DIAVOLINA Gr60BELLANCA;0.99;0.04950000000000000000
"8004088003641";SEMI SESAMO GIALLO Gr250BELL.;1.79;0.08950000000000000000
"8004088005003";VANILLINA x6gr.3BELLANCA;0.50;0.02500000000000000000
"8004088009841";CACAO AMARO Gr75BELLANCA;0.99;0.04950000000000000000
"8004120020636";BAGNO SC.AD.Lt2RIC.ARGAN MIL;2.99;0.14950000000000000000
"8004120040948";SAP.LIQ.Lt2RIC.NUTRI.MIL MIL;2.99;0.14950000000000000000
"8004120904950";SAP.LIQ.Lt2RIC.TALC&IRIS MIL;3.19;0.15950000000000000000
"8004120905124";IMPACCO RIG.ARGAN ml1000MIL;3.39;0.16950000000000000000
"8004120905889";BAGNO SC.RIC.Lt2FLOWER MIL MI;2.99;0.14950000000000000000
"8004120907234";LABROLIP SOL.PROT.SPF30Ml5MI;1.89;0.09450000000000000000
"8004147000703";BRESAOLA Gr100IGP P.A.T.A.RIG;5.49;0.27450000000000000000
"8004147000741";BRESAOLA Gr100IGP P.A.RIGAMO;4.99;0.24950000000000000000
"8004147000994";CARPACCIO MANZO GR.90RIGAM;3.99;0.19950000000000000000
"8004147007030";BRESAOLA GR.60;2.19;0.10950000000000000000
"8004190051035";CARAM.CLUB SPERLARI Gr200;1.79;0.08950000000000000000
"8004190052827";CARAM.CAFFE'LAV.Gr175SPERLARI;1.89;0.09450000000000000000
"8004190053015";CARAM.GELE'SUC/FRUTT Gr175pa.;1.89;0.09450000000000000000
"8004190053299";CARAM.GALATINE CIOCC. gr.115;2.85;0.14250000000000000000
"8004190053961";CARAM.ANICE Gr200SPERLARI   .;1.89;0.09450000000000000000
"8004190351319";TORRONE TEN.MAND.150G SPERLARI;3.69;0.18450000000000000000
"8004190351944";TORRONC.SPERLARI T/MANDO.gr117;2.99;0.14950000000000000000
"8004190351951";TORRONC.ZANZIBAR CLASS.GR117S;2.99;0.14950000000000000000
"8004205030017";P.NE MILANESE Kg1TRE MARIE;9.99;0.49950000000000000000
"8004205030031";P.NE S/CANDITI KG.1TRE MARIE;9.99;0.49950000000000000000
"8004205030277";P.RO TRE MARIE GR.1000;9.99;0.49950000000000000000
"8004205033773";P.RO GOCCE CIOCC.KG1TRE MARIE;12.99;0.64950000000000000000
"8004205042522";P.NE RE NOIR900G TRE MARIE;14.99;0.74950000000000000000
"8004205046490";P.NE CAFFE'/CIOC.930g TREMARIE;14.99;0.74950000000000000000
"8004205046650";P.NE CAPOLAV.BIANCO Gr800TRE;9.99;0.49950000000000000000
"8004217002101";CERONI T.30IRIM  gr.180;1.20;0.06000000000000000000
"8004217004808";CERONI T.50IRIM  gr.290;1.95;0.09750000000000000000
"8004217008004";CERONI T.80IRIM  gr.550;2.99;0.14950000000000000000
"8004221004092";GRAPPA BARBERA CL.50CASA LUPA;13.49;0.67450000000000000000
"8004221005440";GIN MAGNOBERTA GIN.IT CL.50;14.49;0.72450000000000000000
"8004221005570";GRAPPA BIANCA ORO CL.50CASA L;10.79;0.53950000000000000000
"8004225013137";PROSC.CRUDO ECOPACK GR.90CASA;3.69;0.18450000000000000000
"8004225035504";STINCO CASA MODENA GR.650;6.90;0.34500000000000000000
"8004225044360";PROSC.COTTO Gr110LIBERAM.CASA;2.99;0.14950000000000000000
"8004225044407";MORTADELLA Gr110LIBERA.POLLO;2.09;0.10450000000000000000
"8004225044414";TACCHINO ARR.LIBERAMENTE Gr110;2.99;0.14950000000000000000
"8004225047811";PROSC.COTTO Gr110A.Q.GRAN TEN;3.49;0.17450000000000000000
"8004225054956";MINI PASTO COT.SNACK&VAI GR.85;2.05;0.10250000000000000000
"8004225055953";TENERONI POLPETTE Gr200C.MOD.;3.59;0.17950000000000000000
"8004225056127";TENERONI BABY MINI Gr150C.MO.;3.09;0.15450000000000000000
"8004225057254";COTECHINO IGP CASA MO GR.500;5.60;0.28000000000000000000
"8004225058008";GIRAVOLTE SPECK/ASIAGO GR.170;2.69;0.13450000000000000000
"8004225058213";GIRAVOLTE MOZZ/PR.COTTO GR.170;2.69;0.13450000000000000000
"8004225059166";SPECK CUBETTI SENFTER GR.100;2.69;0.13450000000000000000
"8004260001502";TOVAGLIOLI x250MAXI REGINA;3.19;0.15950000000000000000
"8004260003407";CARTA IG.x4REGINA;5.29;0.26450000000000000000
"8004260009263";CARTA IG.x4CARTACAMOMILLA;5.29;0.26450000000000000000
"8004260264754";ASCIUGONI REGINA2ROTOLI;3.89;0.19450000000000000000
"8004260429627";ASCIUG.x1BLITZ REGINA100S;3.69;0.18450000000000000000
"8004277000109";PANGRATTATO gr500PANDITTAINO .;1.69;0.08450000000000000000
"8004277000161";PANE AFF.C/OLIVE g450PANDI  .;2.49;0.12450000000000000000
"8004277000178";PANE AFF.C/POMOD.g450PANDI  .;2.49;0.12450000000000000000
"8004277000192";PANE AFF.INTEGR.g450PANDITT .;2.15;0.10750000000000000000
"8004277000215";LUNETTE AL BURRO GR.200PAND.;2.39;0.11950000000000000000
"8004277000260";GRISSINI CON SESAMO GR.210;2.09;0.10450000000000000000
"8004277000321";CIABATTA CASARECCIA G.D.GR.350;1.79;0.08950000000000000000
"8004277000338";CIABATTINE SICILIANE G.D.Gr320;1.99;0.09950000000000000000
"8004277000345";MUFFOLETTE G.300CASER. VALD.;1.49;0.07450000000000000000
"8004277000352";PANE AFF.DI SEMOL.g450PANDI .;2.15;0.10750000000000000000
"8004277000369";PANE GRANO TENERO GR.200PANDI;1.19;0.05950000000000000000
"8004277000567";PANE CIABATTA Gr350PANDITT. .;1.65;0.08250000000000000000
"8004277000581";PANE SCHIACCIATINE Gr80X5.;1.89;0.09450000000000000000
"8004277000864";PANE INTERO DOP g700;2.99;0.14950000000000000000
"8004277001137";PANGRATT.C/ERBE AROM.g500PAN;1.79;0.08950000000000000000
"8004277001632";PANINI HAMBURGER x6Gr300PAN;1.69;0.08450000000000000000
"8004277001649";HOT DOG X4Gr250PANDITTAINO.;1.49;0.07450000000000000000
"8004277001687";PANE HAMBURGER SESAMO x4Gr300;1.69;0.08450000000000000000
"8004277001854";PAGNOTTA DEL DITTAINO DOPGr350;1.89;0.09450000000000000000
"8004277001946";PANE MULTICEREALI AFF.Gr350PA;2.59;0.12950000000000000000
"8004277001953";PANE INTEGRALE AFF.Gr350PANDI;1.75;0.08750000000000000000
"8004277002134";PANE AFF.MULTI CER.GR.450PAND;3.49;0.17450000000000000000
"8004277002288";BOCCONCINI INTEGRALI x5GR.250;1.27;0.06350000000000000000
"8004277002295";PANINI AL LATTE GR.300PANDITT;2.69;0.13450000000000000000
"8004277002462";MUFFOLETTA L.C.x4PZ.Gr300PAN;1.49;0.07450000000000000000
